ticker,exchange,avg_price_volatility_5d,avg_price_volatility_20d,max_price_volatility_5d,avg_price_momentum_5d,avg_price_momentum_20d,avg_volume_ratio,max_volume_ratio,avg_volume_volatility,volume_trend,avg_pv_correlation,min_pv_correlation,avg_hl_spread,max_hl_spread,avg_hl_spread_ratio,avg_rsi,min_rsi,max_rsi,total_return_6m,max_drawdown_6m,sharpe_ratio_6m,data_points,missing_data_pct,anomaly_score,is_anomaly,anomaly_probability
ITIC,NMS,0.042351902269178884,0.045321679293959916,0.10367642286394786,0.03548036432216855,0.10753147932022346,1.288895327467283,5.808349677780891,40102.646856835854,10.215160427807486,0.0515308826937299,-0.6749575695713387,0.05926050889831587,0.22586412720690377,1.013474546981281,58.02884939050518,28.750013435462378,84.91007448795301,0.916620886815841,-0.2786245266944286,0.15764306241100615,120,0.0,0.09203905209126828,False,0.054046098082768834
BRGC,PNK,0.13124428463634585,0.13926229526474057,0.34259276795028437,0.027098778408334516,0.0950703360140576,1.087298670343645,4.321211348090425,123929.89594938011,2.5655263420925163,0.16249040620141875,-0.786874785307413,0.24126506714014334,0.6101556109552212,1.0195889449901758,44.814418429345594,9.134384258443035,91.76379534093817,-0.3888464406258716,-0.9252202257582849,0.04435192743851374,120,0.0,0.09204610433542781,False,0.054030197839457283
HIO.AX,ASX,0.08893879989370503,0.10118882517942165,0.37369523565977325,-0.003349226095573358,-0.09889629870230138,0.9824432850713727,8.203612067642464,5701594.798120255,0.4324804699142465,0.01071763302637967,-0.7742819116967223,0.15280901532683072,0.9615384202075788,0.9838332295699153,42.38443329808396,15.999991059301408,75.00000332615194,-0.3720930282927125,-0.7966101689564363,0.02075601670947024,120,0.0,0.09204932921200731,False,0.0540229269167406
ABR-PD,NYQ,0.021792263293852233,0.024311797457974904,0.05730873921674411,0.01077013304119453,0.03702684468257999,0.9977625974147107,4.013681726422337,45088.47610119711,0.8511631892980122,-0.032595856425269736,-0.8994329160672717,0.036305734677221736,0.18167635293866768,0.9851731335159496,56.27077555605222,25.128912536538905,94.16071249631818,0.23658656443347992,-0.14457762906609284,0.08958775265924852,120,0.0,0.09205004100948261,False,0.05402132207255339
WEC,NYQ,0.021150714084607485,0.022561612276169107,0.03865989109954743,0.013662984672559256,0.044381707416581075,1.033556141194093,2.3525590437740007,2606059.085265082,1.793437930667164,-0.06070043028074155,-0.6777400103507584,0.038030389623855784,0.10093174061548973,0.9884108380111801,55.898644693073635,26.761238400595033,87.4510183059943,0.38442586474785423,-0.14454513783811984,0.11863068468515799,120,0.0,0.09205590904124661,False,0.05400809179709831
PNC,NYQ,0.03482945392649469,0.038281338574106615,0.06844438602697368,0.028156981521203803,0.0931202305335547,0.946389639984599,2.200111694240897,3173219.6186416717,0.6887551267350325,0.22273422914269095,-0.617311933621074,0.05164706433466937,0.1856302876286606,0.9761463839629918,58.38861300619246,23.04091288139358,82.37611372090353,0.763483814425528,-0.2863132370242438,0.136482297591912,120,0.0,0.09206508651370487,False,0.05398739993763191
NGS.AX,ASX,0.15175463086635463,0.16691898933941254,0.4667362600503144,-0.029666392329878558,-0.17872230615940177,1.1460666738391192,12.010349491128123,774037.5003793155,3.1507892571622063,0.03551085601098212,-0.9450495931584002,0.1771001634686657,1.16666663562258,0.9741507882536263,42.75362895664584,7.6923065901507215,77.08333365670923,-0.8000000074505804,-0.9142857152993987,0.0032636486752961437,120,0.0,0.0920985478194003,False,0.05391195687439654
GTN,NYQ,0.08928485242178875,0.09355968376881159,0.2194574326324322,0.012297419483879215,-0.030789231210668278,1.0129811151762154,2.0680883057938173,2220572.527904092,1.6693356120123797,0.01658960019560861,-0.6553309952620385,0.13346688810109,0.5163550680824273,1.0007896176117625,49.739061686443186,27.84797212714581,81.45402596447173,-0.3189803026311938,-0.6891849658147094,0.023775539836991082,120,0.0,0.09209948785234423,False,0.05390983744231348
PTX.AX,ASX,0.0739292245166078,0.08118283822018786,0.181491348692941,-0.016357786619587537,-0.10416327544931502,1.0291735505876634,4.632420008822439,2510604.6929842234,1.3426607686699519,0.0486973789913234,-0.7667516612289572,0.13021999345208343,0.5362318504122061,0.9917817290116545,44.85921996162471,15.789467492591896,71.87500436557589,-0.469135786003137,-0.5888888999267856,-0.029020947774975867,120,0.0,0.09213271520306893,False,0.053834921862369045
AROC,NYQ,0.04774261691430924,0.049860409652084076,0.1075737481017163,0.0476644985325607,0.19491902917333653,1.051779482359848,2.522679081465428,2051927.946625043,1.8919870533279586,0.18397472545394,-0.5938443196646509,0.07267815591341685,0.2895823405608918,1.0026459413302233,61.718654022469075,35.18040875124602,85.00570359304214,1.5332883384100944,-0.2620861350922876,0.1830615660789697,120,0.0,0.09213990624591833,False,0.05381870867853955
ALF.NZ,NZE,0.029733816332921173,0.030635286030928282,0.07005629941117675,0.0050488541444677305,0.012441035720543977,1.0118068501046948,5.905013007101174,28315.767168680937,1.0330795138380435,0.0363927919976943,-0.5689037114611172,0.03794122473242655,0.12987016405056456,0.9939340273455471,51.28806744491761,23.52940351492309,79.99999523162842,0.10294116486933835,-0.17241376475403355,0.04170794074164607,120,0.0,0.09214344788308082,False,0.053810723576020236
BN,NYQ,0.04045083299626798,0.04259238297865302,0.08355700685255059,0.03647357313128231,0.13483524001520622,1.0207710003891033,3.0567145337131723,6977637.3345942255,1.147368478210482,-0.009449859914941692,-0.6155767756664545,0.061467997677947646,0.19679927999237218,0.9977611186499076,60.077721797242276,33.51943516587269,82.82960312402398,0.9482848658138414,-0.244356375758684,0.1665664210906857,120,0.0,0.09214966500651034,False,0.05379670622594124
INSW,NYQ,0.04914098253919966,0.05245576314598875,0.10597441649325343,0.026006136529866712,0.07579888011205407,0.9946346579947407,3.358102883653234,981782.1420023257,0.9825291656867566,0.2186981475356891,-0.5024422674099125,0.07287890016559544,0.2315716201115985,0.9864454038846717,54.804100829924145,20.367431236170248,82.23884542320525,0.44178177494994086,-0.5039674800107155,0.08683080787961643,120,0.0,0.09215187464324431,False,0.05379172429949264
FMN,NYQ,0.014672230115463158,0.016484102764187113,0.03913446651145162,0.006665567554575603,0.019699105051201916,1.0132154905847734,3.075617082408254,70531.77885633014,0.8530886092456151,-0.08404924364996663,-0.7648269609874051,0.021528252648016315,0.0859648750025725,0.9918138058721219,55.888151168635154,14.71103177795655,90.23857712157033,0.1357817096778171,-0.16028043473181053,0.07317332460248928,120,0.0,0.0921530848554829,False,0.05378899571145501
CPM.AX,ASX,0.12014232275498081,0.13561314391807075,0.5130179248319124,0.013793877149414506,-0.05652029696413783,0.9892437897392882,12.871594849737487,1463716.0862559755,1.4424881832988161,0.05494260139560396,-0.896536226866154,0.17397455043134416,1.4230769936149668,0.9773874345572917,42.599562820553864,7.0175518399559,87.05882220944736,-0.6000000248352677,-0.9227272681091442,0.017606776823093074,120,0.0,0.0921878131300094,False,0.05371069609472734
